Nome,Email,Telefono,Descrizione,Sito Web,Data Scraping,Indirizzo,Settore
Piscina L'Angolo,info@piscinalangolo.it,+39 352 3671938,Azienda leader nel settore finanziario con sede a Andria. Offriamo prodotti e servizi di alta qualità dal 1990.,https://www.piscinalangolo.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 25 - 53078 Andria",Finanziario
Caffè Royal,info@caffèroyal.it,+39 350 6842165,Specialisti nel settore finanziario con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Padova e oltre.,https://www.caffèroyal.it,2025-04-09 15:56:01,"Piazza Duomo, 62 - 96015 Padova",Finanziario
Piscina Buongusto,info@piscinabuongusto.it,+39 371 4548768,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore artigianato. Fondata nel 2012, siamo cresciuti fino a diventare un punto di riferimento a Genova.",,2025-04-09 15:56:01,"Via Venezia, 144 - 61098 Genova",Artigianato
Ottica Da Francesco,info@otticadafrancesco.it,+39 025 480456,Specialisti nel settore logistica con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Latina e oltre.,,2025-04-09 15:56:01,"Piazza Duomo, 149 - 88078 Latina",Logistica
Cartoleria Da Giuseppe,info@cartoleriadagiuseppe.it,+39 344 4403325,Dal 2001 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Caravaggio, 137 - 32085 Perugia",Assicurativo
Estetica Il Giglio,esteticailgiglio@fastwebnet.it,+39 378 9107656,Dal 1954 offriamo servizi di qualità nel settore servizi professionali. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Cavour, 136 - 77034 Brescia",Servizi professionali
Calzature Il Mulino,info@calzatureilmulino.it,+39 358 8310324,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 12 anni di esperienza.,https://www.calzatureilmulino.it,2025-04-09 15:56:01,"Piazza del Popolo, 52 - 52094 Arezzo",Alberghiero
Ferramenta Il Giglio,ferramentailgiglio@libero.it,+39 094 686056,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 20 anni di esperienza.,https://www.ferramentailgiglio.it,2025-04-09 15:56:01,"Via Bologna, 163 - 26029 Reggio Emilia",Moda
Negozio Da Bruno,negoziodabruno@fastwebnet.it,+39 361 9904872,Dal 2001 offriamo servizi di qualità nel settore immobiliare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.negoziodabruno.it,2025-04-09 15:56:01,"Viale delle Rose, 37 - 28092 Pescara",Immobiliare
Benessere Il Mulino,info@benessereilmulino.it,+39 349 6935878,Specialisti nel settore salute con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Latina e oltre.,https://www.benessereilmulino.it,2025-04-09 15:56:01,"Via Roma, 137 - 59059 Latina",Salute
Panificio Da Giuseppe,info@panificiodagiuseppe.it,+39 359 6596821,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 7 anni di esperienza.,https://www.panificiodagiuseppe.it,2025-04-09 15:56:01,"Piazza Duomo, 100 - 29030 Napoli",Logistica
Palestra Da Giuseppe,info@palestradagiuseppe.it,+39 382 4424083,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 38 anni di esperienza.,https://www.palestradagiuseppe.it,2025-04-09 15:56:01,"Via Caravaggio, 37 - 31078 Lecce",Logistica
Assicurazioni Belvedere,info@assicurazionibelvedere.it,+39 368 5780428,Azienda leader nel settore alimentare con sede a Reggio Emilia. Offriamo prodotti e servizi di alta qualità dal 1979.,https://www.assicurazionibelvedere.it,2025-04-09 15:56:01,"Piazza Maggiore, 104 - 24055 Reggio Emilia",Alimentare
Ceramiche L'Angolo,ceramichelangolo@fastwebnet.it,+39 083 258418,La nostra missione è fornire il miglior servizio possibile nel settore manifatturiero. Siamo un'azienda a conduzione familiare con oltre 40 anni di esperienza.,https://www.ceramichelangolo.it,2025-04-09 15:56:01,"Viale dei Giardini, 92 - 32066 Milano",Manifatturiero
Benessere International,info@benessereinternational.it,+39 339 1170437,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore edilizia. Fondata nel 1964, siamo cresciuti fino a diventare un punto di riferimento a Livorno.",https://www.benessereinternational.it,2025-04-09 15:56:01,"Via Pascoli, 191 - 65066 Livorno",Edilizia
Carrozzeria Da Luigi,carrozzeriadaluigi@outlook.it,+39 066 880004,Specialisti nel settore artigianato con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Milano e oltre.,,2025-04-09 15:56:01,"Piazza del Popolo, 148 - 20015 Milano",Artigianato
Ferramenta Il Palazzo,info@ferramentailpalazzo.it,+39 305 8732758,Specialisti nel settore benessere con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Livorno e oltre.,,2025-04-09 15:56:01,"Via Leopardi, 113 - 25015 Livorno",Benessere
Negozio Da Luca,negoziodaluca@tin.it,+39 379 9535927,Dal 2004 offriamo servizi di qualità nel settore edilizia. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Mazzini, 19 - 37060 Prato",Edilizia
Elettrica Continental,elettricacontinental@yahoo.it,+39 026 267943,Dal 2018 offriamo servizi di qualità nel settore artigianato. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.elettricacontinental.it,2025-04-09 15:56:01,"Via Tiziano, 12 - 41023 Latina",Artigianato
Libreria Deluxe,info@libreriadeluxe.it,+39 025 684273,Specialisti nel settore logistica con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Venezia e oltre.,,2025-04-09 15:56:01,"Via Marconi, 161 - 85083 Venezia",Logistica
Spa Da Andrea,info@spadaandrea.it,+39 381 2520405,La nostra missione è fornire il miglior servizio possibile nel settore manifatturiero. Siamo un'azienda a conduzione familiare con oltre 28 anni di esperienza.,https://www.spadaandrea.it,2025-04-09 15:56:01,"Via Giotto, 112 - 50047 Reggio Emilia",Manifatturiero
Fabbro L'Ulivo,info@fabbrolulivo.it,+39 342 9080903,La nostra missione è fornire il miglior servizio possibile nel settore assicurativo. Siamo un'azienda a conduzione familiare con oltre 33 anni di esperienza.,,2025-04-09 15:56:01,"Via Pascoli, 76 - 78048 Perugia",Assicurativo
Profumeria Il Castello,profumeriailcastello@hotmail.com,+39 310 9946725,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alimentare. Fondata nel 1959, siamo cresciuti fino a diventare un punto di riferimento a Siracusa.",https://www.profumeriailcastello.it,2025-04-09 15:56:01,"Via Pascoli, 150 - 28010 Siracusa",Alimentare
Edile Metropolitan,info@edilemetropolitan.it,+39 343 2938330,Azienda leader nel settore commercio all'ingrosso con sede a Bologna. Offriamo prodotti e servizi di alta qualità dal 1957.,https://www.edilemetropolitan.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 133 - 21092 Bologna",Commercio all'ingrosso
Assicurazioni La Rosa,info@assicurazionilarosa.it,+39 321 3801663,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 6 anni di esperienza.,,2025-04-09 15:56:01,"Via Alfieri, 106 - 20013 Pescara",Immobiliare
Vetreria Da Francesco,info@vetreriadafrancesco.it,+39 346 1758368,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 13 anni di esperienza.,,2025-04-09 15:56:01,"Viale delle Palme, 197 - 73089 Taranto",Alberghiero
Bar Da Giovanni,info@bardagiovanni.it,+39 311 8297174,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore logistica. Fondata nel 2002, siamo cresciuti fino a diventare un punto di riferimento a Prato.",https://www.bardagiovanni.it,2025-04-09 15:56:01,"Piazza del Popolo, 77 - 75035 Prato",Logistica
Caffè L'Ulivo,info@caffèlulivo.it,+39 039 628182,La nostra missione è fornire il miglior servizio possibile nel settore servizi professionali. Siamo un'azienda a conduzione familiare con oltre 14 anni di esperienza.,https://www.caffèlulivo.it,2025-04-09 15:56:01,"Via Raffaello, 11 - 36085 Parma",Servizi professionali
Vetreria Royal,vetreriaroyal@virgilio.it,+39 377 5233968,Specialisti nel settore agricoltura con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Taranto e oltre.,,2025-04-09 15:56:01,"Corso Francia, 189 - 47079 Taranto",Agricoltura
Profumeria Il Giglio,profumeriailgiglio@yahoo.it,+39 021 586093,Dal 1989 offriamo servizi di qualità nel settore finanziario. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.profumeriailgiglio.it,2025-04-09 15:56:01,"Via Leopardi, 180 - 53095 Forlì",Finanziario
Cartoleria Royal,info@cartoleriaroyal.it,+39 067 712592,Specialisti nel settore benessere con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Rimini e oltre.,,2025-04-09 15:56:01,"Viale delle Palme, 161 - 37025 Rimini",Benessere
Gommista Il Palazzo,info@gommistailpalazzo.it,+39 388 9801915,Specialisti nel settore commercio al dettaglio con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Arezzo e oltre.,https://www.gommistailpalazzo.it,2025-04-09 15:56:01,"Via Canova, 28 - 27098 Arezzo",Commercio al dettaglio
Falegnameria Il Veliero,info@falegnameriailveliero.it,+39 312 5724800,Azienda leader nel settore manifatturiero con sede a Torino. Offriamo prodotti e servizi di alta qualità dal 1975.,https://www.falegnameriailveliero.it,2025-04-09 15:56:01,"Corso Italia, 81 - 75023 Torino",Manifatturiero
Ferramenta L'Ulivo,info@ferramentalulivo.it,+39 031 376845,Azienda leader nel settore alberghiero con sede a Livorno. Offriamo prodotti e servizi di alta qualità dal 1953.,https://www.ferramentalulivo.it,2025-04-09 15:56:01,"Piazza Duomo, 119 - 12099 Livorno",Alberghiero
Cartoleria Da Antonio,cartoleriadaantonio@outlook.it,+39 329 5285392,Dal 1999 offriamo servizi di qualità nel settore ristorazione. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.cartoleriadaantonio.it,2025-04-09 15:56:01,"Viale delle Palme, 59 - 15083 Bologna",Ristorazione
Ottica Metropolitan,info@otticametropolitan.it,+39 331 8677932,Specialisti nel settore tecnologia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Cagliari e oltre.,,2025-04-09 15:56:01,"Via Milano, 59 - 36038 Cagliari",Tecnologia
Cartoleria Da Roberto,cartoleriadaroberto@alice.it,+39 095 424509,Azienda leader nel settore moda con sede a Roma. Offriamo prodotti e servizi di alta qualità dal 1962.,https://www.cartoleriadaroberto.it,2025-04-09 15:56:01,"Corso Inghilterra, 14 - 31081 Roma",Moda
Ferramenta La Piazza,ferramentalapiazza@fastwebnet.it,+39 380 9200429,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore edilizia. Fondata nel 2006, siamo cresciuti fino a diventare un punto di riferimento a Bolzano.",https://www.ferramentalapiazza.it,2025-04-09 15:56:01,"Via Palermo, 181 - 83061 Bolzano",Edilizia
Spa Il Castello,info@spailcastello.it,+39 041 313422,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 20 anni di esperienza.,,2025-04-09 15:56:01,"Via Venezia, 195 - 66017 Sassari",Benessere
Farmacia La Torre,info@farmacialatorre.it,+39 382 7697061,Specialisti nel settore edilizia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Livorno e oltre.,https://www.farmacialatorre.it,2025-04-09 15:56:01,"Piazza della Repubblica, 157 - 72043 Livorno",Edilizia
Fabbro Il Gabbiano,info@fabbroilgabbiano.it,+39 358 8293069,Specialisti nel settore automotive con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Andria e oltre.,https://www.fabbroilgabbiano.it,2025-04-09 15:56:01,"Viale dei Pini, 162 - 68026 Andria",Automotive
Panificio Da Mario,info@panificiodamario.it,+39 077 725328,Specialisti nel settore salute con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Andria e oltre.,https://www.panificiodamario.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 75 - 55045 Andria",Salute
Benessere Continental,info@benesserecontinental.it,+39 013 796453,Specialisti nel settore finanziario con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Ferrara e oltre.,,2025-04-09 15:56:01,"Via Foscolo, 108 - 88027 Ferrara",Finanziario
Palestra La Piazza,info@palestralapiazza.it,+39 092 907268,Dal 1984 offriamo servizi di qualità nel settore commercio all'ingrosso. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.palestralapiazza.it,2025-04-09 15:56:01,"Via Leopardi, 135 - 49036 Reggio Emilia",Commercio all'ingrosso
Hotel La Stella,info@hotellastella.it,+39 357 4042646,Dal 1970 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Piazza Duomo, 167 - 34054 Ferrara",Assicurativo
Ferramenta Da Mario,ferramentadamario@fastwebnet.it,+39 367 8444747,Dal 1965 offriamo servizi di qualità nel settore alberghiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.ferramentadamario.it,2025-04-09 15:56:01,"Via Roma, 197 - 19091 Rimini",Alberghiero
Estetica La Fontana,esteticalafontana@virgilio.it,+39 347 1141012,Dal 1951 offriamo servizi di qualità nel settore alberghiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.esteticalafontana.it,2025-04-09 15:56:01,"Via Venezia, 176 - 83085 Prato",Alberghiero
Impresa La Perla,info@impresalaperla.it,+39 078 944579,Dal 1983 offriamo servizi di qualità nel settore commercio all'ingrosso. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Leonardo da Vinci, 179 - 12053 Messina",Commercio all'ingrosso
Carrozzeria Il Faro,info@carrozzeriailfaro.it,+39 374 7858711,Azienda leader nel settore agricoltura con sede a Verona. Offriamo prodotti e servizi di alta qualità dal 1960.,https://www.carrozzeriailfaro.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 93 - 10022 Verona",Agricoltura
Concessionaria Il Rifugio,info@concessionariailrifugio.it,+39 032 522965,Dal 1957 offriamo servizi di qualità nel settore ristorazione. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Tiziano, 66 - 22087 Venezia",Ristorazione
B&B Da Giuseppe,info@b&bdagiuseppe.it,+39 315 2725203,Dal 1993 offriamo servizi di qualità nel settore servizi professionali. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Tiziano, 89 - 76043 Catania",Servizi professionali
Ristorante La Quercia,ristorantelaquercia@tin.it,+39 344 2325786,Azienda leader nel settore edilizia con sede a Pesaro. Offriamo prodotti e servizi di alta qualità dal 2019.,https://www.ristorantelaquercia.it,2025-04-09 15:56:01,"Via Fermi, 174 - 14014 Pesaro",Edilizia
Ceramiche Il Borgo,info@ceramicheilborgo.it,+39 351 3242859,Azienda leader nel settore agricoltura con sede a Giugliano in Campania. Offriamo prodotti e servizi di alta qualità dal 2014.,,2025-04-09 15:56:01,"Viale delle Rose, 44 - 91012 Giugliano in Campania",Agricoltura
Ottica La Quercia,otticalaquercia@libero.it,+39 346 9701748,Azienda leader nel settore salute con sede a Udine. Offriamo prodotti e servizi di alta qualità dal 1996.,https://www.otticalaquercia.it,2025-04-09 15:56:01,"Viale delle Rose, 20 - 61028 Udine",Salute
Osteria Continental,info@osteriacontinental.it,+39 083 356073,Dal 2011 offriamo servizi di qualità nel settore manifatturiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.osteriacontinental.it,2025-04-09 15:56:01,"Via Cavour, 159 - 92072 Genova",Manifatturiero
Benessere Da Francesco,info@benesseredafrancesco.it,+39 034 810533,Dal 1981 offriamo servizi di qualità nel settore alimentare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.benesseredafrancesco.it,2025-04-09 15:56:01,"Via Cavour, 87 - 14042 Modena",Alimentare
Gommista Da Paolo,info@gommistadapaolo.it,+39 365 8951666,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 50 anni di esperienza.,https://www.gommistadapaolo.it,2025-04-09 15:56:01,"Via Cavour, 93 - 43015 Roma",Moda
Gioielleria La Stella,gioiellerialastella@alice.it,+39 399 1343034,Dal 1994 offriamo servizi di qualità nel settore edilizia. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.gioiellerialastella.it,2025-04-09 15:56:01,"Via Foscolo, 172 - 90072 Napoli",Edilizia
Salumeria Il Veliero,salumeriailveliero@outlook.it,+39 093 466860,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 2009, siamo cresciuti fino a diventare un punto di riferimento a Reggio Calabria.",https://www.salumeriailveliero.it,2025-04-09 15:56:01,"Via Galilei, 167 - 70096 Reggio Calabria",Commercio al dettaglio
Pensione Da Marco,info@pensionedamarco.it,+39 330 3282327,Specialisti nel settore trasporti con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Pesaro e oltre.,https://www.pensionedamarco.it,2025-04-09 15:56:01,"Corso Italia, 166 - 17026 Pesaro",Trasporti
Falegnameria Continental,info@falegnameriacontinental.it,+39 314 7193459,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alberghiero. Fondata nel 2009, siamo cresciuti fino a diventare un punto di riferimento a Siracusa.",,2025-04-09 15:56:01,"Via Dante, 8 - 81091 Siracusa",Alberghiero
Calzature Da Luca,calzaturedaluca@libero.it,+39 353 7931249,Azienda leader nel settore immobiliare con sede a Bergamo. Offriamo prodotti e servizi di alta qualità dal 1979.,https://www.calzaturedaluca.it,2025-04-09 15:56:01,"Via Milano, 155 - 89036 Bergamo",Immobiliare
Boutique Elite,boutiqueelite@hotmail.com,+39 310 3043430,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore finanziario. Fondata nel 1994, siamo cresciuti fino a diventare un punto di riferimento a Genova.",https://www.boutiqueelite.it,2025-04-09 15:56:01,"Via Venezia, 64 - 88039 Genova",Finanziario
Concessionaria Il Mulino,concessionariailmulino@libero.it,+39 371 4321067,Dal 1996 offriamo servizi di qualità nel settore ristorazione. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.concessionariailmulino.it,2025-04-09 15:56:01,"Via Einstein, 20 - 61016 Perugia",Ristorazione
Impresa La Perla,info@impresalaperla.it,+39 346 3454051,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 23 anni di esperienza.,https://www.impresalaperla.it,2025-04-09 15:56:01,"Piazza Maggiore, 63 - 37050 Livorno",Moda
Pensione Da Francesco,pensionedafrancesco@alice.it,+39 034 489141,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 2007, siamo cresciuti fino a diventare un punto di riferimento a Napoli.",,2025-04-09 15:56:01,"Via Carducci, 17 - 39070 Napoli",Commercio all'ingrosso
Impianti Da Giuseppe,impiantidagiuseppe@tiscali.it,+39 071 420420,Specialisti nel settore ristorazione con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Novara e oltre.,https://www.impiantidagiuseppe.it,2025-04-09 15:56:01,"Viale delle Palme, 119 - 51068 Novara",Ristorazione
Carrozzeria Il Cantuccio,info@carrozzeriailcantuccio.it,+39 325 1527918,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 14 anni di esperienza.,https://www.carrozzeriailcantuccio.it,2025-04-09 15:56:01,"Viale degli Ulivi, 180 - 52058 Cagliari",Moda
Trattoria La Perla,trattorialaperla@hotmail.com,+39 082 182073,Specialisti nel settore moda con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Perugia e oltre.,,2025-04-09 15:56:01,"Via Venezia, 161 - 26058 Perugia",Moda
Spa La Bottega,info@spalabottega.it,+39 323 6129066,Dal 1998 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.spalabottega.it,2025-04-09 15:56:01,"Viale dei Giardini, 81 - 82013 Foggia",Assicurativo
Immobiliare La Fontana,info@immobiliarelafontana.it,+39 062 491561,Azienda leader nel settore ristorazione con sede a Udine. Offriamo prodotti e servizi di alta qualità dal 2018.,,2025-04-09 15:56:01,"Via Bernini, 10 - 84092 Udine",Ristorazione
Negozio La Stella,info@negoziolastella.it,+39 376 3535769,La nostra missione è fornire il miglior servizio possibile nel settore automotive. Siamo un'azienda a conduzione familiare con oltre 8 anni di esperienza.,,2025-04-09 15:56:01,"Piazza Duomo, 120 - 16033 Pescara",Automotive
Bar Il Faro,info@barilfaro.it,+39 084 357914,Azienda leader nel settore alimentare con sede a Andria. Offriamo prodotti e servizi di alta qualità dal 2008.,,2025-04-09 15:56:01,"Via Leopardi, 128 - 36060 Andria",Alimentare
Salumeria Da Francesco,info@salumeriadafrancesco.it,+39 042 584791,Azienda leader nel settore finanziario con sede a Prato. Offriamo prodotti e servizi di alta qualità dal 1993.,https://www.salumeriadafrancesco.it,2025-04-09 15:56:01,"Via Verona, 52 - 37037 Prato",Finanziario
Boutique Royal,boutiqueroyal@tiscali.it,+39 349 3074986,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore logistica. Fondata nel 1985, siamo cresciuti fino a diventare un punto di riferimento a Perugia.",,2025-04-09 15:56:01,"Via Michelangelo, 136 - 25017 Perugia",Logistica
Gioielleria Da Luca,gioielleriadaluca@alice.it,+39 393 6467115,Dal 1950 offriamo servizi di qualità nel settore logistica. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Cavour, 49 - 50091 Salerno",Logistica
Falegnameria Il Cantuccio,info@falegnameriailcantuccio.it,+39 307 4076701,Azienda leader nel settore immobiliare con sede a Catania. Offriamo prodotti e servizi di alta qualità dal 1997.,https://www.falegnameriailcantuccio.it,2025-04-09 15:56:01,"Via Marconi, 2 - 98072 Catania",Immobiliare
Estetica Da Giovanni,info@esteticadagiovanni.it,+39 098 478707,Azienda leader nel settore alberghiero con sede a Verona. Offriamo prodotti e servizi di alta qualità dal 1991.,https://www.esteticadagiovanni.it,2025-04-09 15:56:01,"Via Genova, 3 - 20086 Verona",Alberghiero
Spa Express,spaexpress@libero.it,+39 060 393401,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore benessere. Fondata nel 1959, siamo cresciuti fino a diventare un punto di riferimento a Lecce.",,2025-04-09 15:56:01,"Via Volta, 191 - 17081 Lecce",Benessere
Boutique Il Gabbiano,info@boutiqueilgabbiano.it,+39 307 5270707,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alberghiero. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Piacenza.",,2025-04-09 15:56:01,"Via Alfieri, 124 - 45095 Piacenza",Alberghiero
Elettrica Il Pino,info@elettricailpino.it,+39 030 439557,Specialisti nel settore commercio al dettaglio con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Siracusa e oltre.,,2025-04-09 15:56:01,"Via Verona, 38 - 84050 Siracusa",Commercio al dettaglio
Concessionaria Il Borgo,info@concessionariailborgo.it,+39 356 5587521,Dal 1966 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.concessionariailborgo.it,2025-04-09 15:56:01,"Via Cavour, 36 - 51030 Bergamo",Moda
Benessere Da Riccardo,info@benesseredariccardo.it,+39 031 152067,Azienda leader nel settore ristorazione con sede a Bologna. Offriamo prodotti e servizi di alta qualità dal 1954.,https://www.benesseredariccardo.it,2025-04-09 15:56:01,"Via Pascoli, 101 - 44029 Bologna",Ristorazione
Fabbro Da Pietro,fabbrodapietro@libero.it,+39 085 455927,Specialisti nel settore logistica con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Vicenza e oltre.,,2025-04-09 15:56:01,"Via Mazzini, 166 - 92098 Vicenza",Logistica
Carrozzeria Da Carlo,info@carrozzeriadacarlo.it,+39 092 537264,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 20 anni di esperienza.,,2025-04-09 15:56:01,"Via Raffaello, 89 - 55047 Napoli",Benessere
Palestra Deluxe,info@palestradeluxe.it,+39 074 175062,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 1994, siamo cresciuti fino a diventare un punto di riferimento a Prato.",https://www.palestradeluxe.it,2025-04-09 15:56:01,"Via Tiziano, 159 - 47084 Prato",Commercio al dettaglio
Gommista La Stella,gommistalastella@yahoo.it,+39 066 198097,Azienda leader nel settore artigianato con sede a Sassari. Offriamo prodotti e servizi di alta qualità dal 1961.,,2025-04-09 15:56:01,"Via Mazzini, 77 - 13067 Sassari",Artigianato
Pensione Il Faro,info@pensioneilfaro.it,+39 345 2274622,Azienda leader nel settore servizi professionali con sede a Andria. Offriamo prodotti e servizi di alta qualità dal 1960.,,2025-04-09 15:56:01,"Via Raffaello, 113 - 32034 Andria",Servizi professionali
Agenzia Da Luca,info@agenziadaluca.it,+39 089 452653,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 18 anni di esperienza.,https://www.agenziadaluca.it,2025-04-09 15:56:01,"Piazza Duomo, 53 - 32020 Napoli",Immobiliare
Ristorante Da Andrea,info@ristorantedaandrea.it,+39 362 8754680,Dal 1951 offriamo servizi di qualità nel settore commercio al dettaglio. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Torino, 73 - 63030 Trieste",Commercio al dettaglio
Boutique Deluxe,info@boutiquedeluxe.it,+39 091 510763,Dal 2000 offriamo servizi di qualità nel settore alimentare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.boutiquedeluxe.it,2025-04-09 15:56:01,"Via Cavour, 65 - 84051 Trieste",Alimentare
Carrozzeria Buongusto,info@carrozzeriabuongusto.it,+39 336 5904753,Azienda leader nel settore trasporti con sede a Rimini. Offriamo prodotti e servizi di alta qualità dal 1968.,,2025-04-09 15:56:01,"Via Mazzini, 20 - 62090 Rimini",Trasporti
Impresa Da Giovanni,impresadagiovanni@tiscali.it,+39 016 141750,Azienda leader nel settore alberghiero con sede a Forlì. Offriamo prodotti e servizi di alta qualità dal 1969.,https://www.impresadagiovanni.it,2025-04-09 15:56:01,"Viale delle Palme, 1 - 96018 Forlì",Alberghiero
Immobiliare Buongusto,info@immobiliarebuongusto.it,+39 085 744729,Dal 1976 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.immobiliarebuongusto.it,2025-04-09 15:56:01,"Corso Italia, 4 - 45090 Terni",Moda
Impresa Da Antonio,info@impresadaantonio.it,+39 076 356156,La nostra missione è fornire il miglior servizio possibile nel settore commercio al dettaglio. Siamo un'azienda a conduzione familiare con oltre 25 anni di esperienza.,https://www.impresadaantonio.it,2025-04-09 15:56:01,"Via Petrarca, 82 - 16094 Bergamo",Commercio al dettaglio
Bar Il Borgo,info@barilborgo.it,+39 361 4853938,Azienda leader nel settore logistica con sede a Forlì. Offriamo prodotti e servizi di alta qualità dal 2008.,https://www.barilborgo.it,2025-04-09 15:56:01,"Via Bologna, 17 - 89027 Forlì",Logistica
Salumeria Da Antonio,salumeriadaantonio@yahoo.it,+39 379 1452525,Specialisti nel settore automotive con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Sassari e oltre.,https://www.salumeriadaantonio.it,2025-04-09 15:56:01,"Via Alfieri, 46 - 24099 Sassari",Automotive
